Agency,Agency Type,Distribution Channel,Product Name,Duration,Destination,Net Sales,Commision (in value),Gender,Age,Claim
JWT,Airlines,Online,Travel Cruise Protect,6,"TAIWAN, PROVINCE OF CHINA",32.57718017713528,11.366778076758624,F,48,Yes
C2B,Airlines,Online,Silver Plan,2,SINGAPORE,16.37140389662333,4.09481012257958,F,41,Yes
C2B,Airlines,Online,Bronze Plan,7,SINGAPORE,27.73669090330064,6.936220425327297,F,32,Yes
C2B,Airlines,Online,Silver Plan,10,SINGAPORE,17.779434673069442,4.448829289228889,F,37,Yes
CCR,Airlines,Online,Single Trip Travel Protect Platinum,4,SRI LANKA,23.315319739739138,7.353305220553626,F,46,Yes
C2B,Airlines,Online,Bronze Plan,76,SINGAPORE,169.83039699455833,42.45759924863958,F,29,Yes
JWT,Airlines,Online,Travel Cruise Protect,27,CHINA,140.0655361520439,48.103774065555825,F,45,Yes
C2B,Airlines,Online,Bronze Plan,47,SINGAPORE,69.23794868673117,17.307067010327355,F,25,Yes
C2B,Airlines,Online,Bronze Plan,62,SINGAPORE,52.377651020939,13.09441275523475,F,23,Yes
C2B,Airlines,Online,Bronze Plan,46,SINGAPORE,65.77588868445456,16.441474972374973,F,25,Yes
C2B,Airlines,Online,Bronze Plan,73,SINGAPORE,158.96166495706333,39.73999260030182,F,28,Yes
C2B,Airlines,Online,Premier Plan,59,SINGAPORE,121.04787762197896,30.26196940549474,F,34,Yes
C2B,Airlines,Online,Bronze Plan,74,SINGAPORE,164.8286226388395,41.207155659709876,F,30,Yes
C2B,Airlines,Online,Individual Comprehensive Plan,61,SINGAPORE,127.55169333642267,31.88792333410567,F,34,Yes
CBH,Airlines,Online,Individual Comprehensive Plan,63,NEPAL,166.75782654669914,45.56800647806358,F,33,Yes
C2B,Airlines,Online,Bronze Plan,78,SINGAPORE,177.02738719974576,44.25684679993644,F,29,Yes
C2B,Airlines,Online,Gold Plan,69,SINGAPORE,149.2881877157762,37.32204692894405,F,31,Yes
C2B,Airlines,Online,Premier Plan,59,SINGAPORE,122.59030556590969,30.647576391477422,F,34,Yes
C2B,Airlines,Online,Bronze Plan,77,PORTUGAL,177.09527601837655,44.58594877825423,F,29,Yes
C2B,Airlines,Online,Bronze Plan,78,SINGAPORE,176.1402404249191,44.03506010622978,F,28,Yes
C2B,Airlines,Online,Bronze Plan,76,SINGAPORE,159.1334066876205,39.78335167190512,F,28,Yes
CSR,Airlines,Online,Single Trip Travel Protect Silver,36,GERMANY,146.32109365755196,47.50949610253256,F,42,Yes
C2B,Airlines,Online,Bronze Plan,77,SINGAPORE,171.3002411906529,42.82491121535772,F,28,Yes
JWT,Airlines,Online,Spouse or Parents Comprehensive Plan,34,FRANCE,145.1500941266745,47.62074105796592,F,42,Yes
C2B,Airlines,Online,Premier Plan,26,SINGAPORE,85.50281924669778,21.375704811674446,F,30,Yes
JWT,Airlines,Online,Single Trip Travel Protect Silver,35,GERMANY,145.77596134515264,47.5612836722105,F,42,Yes
C2B,Airlines,Online,Bronze Plan,76,SINGAPORE,173.82733125368543,43.45683281342136,F,29,Yes
CBH,Airlines,Online,Gold Plan,67,NETHERLANDS,169.60700620519535,45.297334410506444,F,32,Yes
C2B,Airlines,Online,Bronze Plan,76,SINGAPORE,167.81950229482476,41.95464903837674,F,28,Yes
C2B,Airlines,Online,Bronze Plan,74,SINGAPORE,146.81153460971615,36.70288365242904,F,27,Yes
C2B,Airlines,Online,Individual Comprehensive Plan,61,SINGAPORE,127.5523950764516,31.8880987691129,F,34,Yes
C2B,Airlines,Online,Gold Plan,7,SINGAPORE,20.096248814194386,5.029062203548596,F,32,Yes
C2B,Airlines,Online,Bronze Plan,13,SINGAPORE,21.994946562744705,5.503736640686176,F,26,Yes
C2B,Airlines,Online,Silver Plan,9,SINGAPORE,18.5,4.63,F,36,Yes
C2B,Airlines,Online,Silver Plan,5,SINGAPORE,20.5017701025197,5.130442525629925,F,34,Yes
C2B,Airlines,Online,Comprehensive Plan,6,SINGAPORE,27.302985185904305,6.828919951001822,F,31,Yes
C2B,Airlines,Online,Bronze Plan,7,SINGAPORE,29.549045815466663,7.389969120709929,F,30,Yes
C2B,Airlines,Online,Premier Plan,3,SINGAPORE,18.81912493469146,4.709781233672865,F,36,Yes
C2B,Airlines,Online,Silver Plan,2,SINGAPORE,15.981910676057666,3.9968803985516415,F,42,Yes
C2B,Airlines,Online,Silver Plan,5,SINGAPORE,20.224947947676174,5.0612369869190434,F,34,Yes
C2B,Airlines,Online,Bronze Plan,12,SINGAPORE,21.576557623351054,5.399139405837763,F,27,Yes
C2B,Airlines,Online,Gold Plan,4,SINGAPORE,24.204613799927667,6.054969920147907,F,33,Yes
C2B,Airlines,Online,Silver Plan,8,SINGAPORE,18.5,4.63,F,36,Yes
C2B,Airlines,Online,Bronze Plan,13,SINGAPORE,21.816133111959054,5.4590332779897635,F,26,Yes
C2B,Airlines,Online,Silver Plan,2,SINGAPORE,17.968378140460768,4.49633507531585,F,38,Yes
C2B,Airlines,Online,Silver Plan,5,SINGAPORE,18.5,4.63,F,36,Yes
C2B,Airlines,Online,Individual Comprehensive Plan,6,SINGAPORE,19.704543923108407,4.931135980777102,F,33,Yes
C2B,Airlines,Online,Silver Plan,4,SINGAPORE,20.125535594326603,5.036383898581651,F,34,Yes
C2B,Airlines,Online,Silver Plan,8,SINGAPORE,18.5,4.63,F,36,Yes
C2B,Airlines,Online,Silver Plan,2,SINGAPORE,18.882245789221805,4.725561447305451,F,36,Yes
C2B,Airlines,Online,Individual Comprehensive Plan,3,SINGAPORE,22.133469787875114,5.53761361506258,F,34,Yes
C2B,Airlines,Online,Premier Plan,2,SINGAPORE,18.537746346777393,4.639436586694348,F,36,Yes
C2B,Airlines,Online,Silver Plan,4,SINGAPORE,19.770830508880056,4.947707627220014,F,35,Yes
C2B,Airlines,Online,Comprehensive Plan,6,SINGAPORE,27.20903931889648,6.805452975093644,F,31,Yes
C2B,Airlines,Online,Individual Comprehensive Plan,3,SINGAPORE,21.34544491702012,5.340770887985938,F,35,Yes
C2B,Airlines,Online,Premier Plan,2,SINGAPORE,20.47137819621552,5.1224355494281095,F,35,Yes
C2B,Airlines,Online,Gold Plan,4,SINGAPORE,23.67183247571872,5.921885124640111,F,33,Yes
C2B,Airlines,Online,Annual Silver Plan,373,SINGAPORE,233.94320042003187,58.484582791546636,F,37,Yes
C2B,Airlines,Online,Annual Silver Plan,380,SINGAPORE,219.61093481731825,54.902488729104505,F,32,Yes
C2B,Airlines,Online,Annual Silver Plan,371,SINGAPORE,242.9167601376918,60.72919003442295,F,29,Yes
C2B,Airlines,Online,Annual Silver Plan,373,SINGAPORE,235.10191394963272,58.77418256380237,F,27,Yes
C2B,Airlines,Online,Annual Silver Plan,373,SINGAPORE,234.8760453786408,58.71773074456667,F,27,Yes
C2B,Airlines,Online,Annual Silver Plan,365,SINGAPORE,216.0,54.0,F,30,Yes
C2B,Airlines,Online,Annual Silver Plan,370,SINGAPORE,244.880777373822,61.2201943434555,F,28,Yes
C2B,Airlines,Online,Annual Silver Plan,380,SINGAPORE,242.22041659129326,60.553325286453486,M,34,Yes
C2B,Airlines,Online,Annual Silver Plan,380,SINGAPORE,244.62469196212717,61.154231016857295,M,34,Yes
C2B,Airlines,Online,Annual Silver Plan,370,SINGAPORE,238.7527359204362,59.686640375229786,F,38,Yes
C2B,Airlines,Online,Annual Silver Plan,379,SINGAPORE,221.92368407479213,55.480519140538284,F,32,Yes
C2B,Airlines,Online,Annual Silver Plan,368,SINGAPORE,244.0793237208351,61.01792595573654,F,39,Yes
C2B,Airlines,Online,Annual Silver Plan,381,SINGAPORE,233.19828172990822,58.29840365624029,M,34,Yes
C2B,Airlines,Online,Annual Silver Plan,381,SINGAPORE,221.23185796884204,55.30760954933609,M,34,Yes
C2B,Airlines,Online,Annual Silver Plan,370,SINGAPORE,239.36254284172205,59.83905073466106,F,38,Yes
C2B,Airlines,Online,Annual Silver Plan,372,SINGAPORE,238.0669748176475,59.51524662335233,F,26,Yes
C2B,Airlines,Online,Annual Silver Plan,371,SINGAPORE,241.9269296593912,60.4817324148478,F,29,Yes
C2B,Airlines,Online,Annual Silver Plan,377,SINGAPORE,226.58185400061464,56.64474559961088,F,30,Yes
C2B,Airlines,Online,Annual Silver Plan,379,SINGAPORE,216.0,54.0,F,33,Yes
C2B,Airlines,Online,Annual Silver Plan,375,SINGAPORE,216.0,54.0,F,32,Yes
C2B,Airlines,Online,Annual Silver Plan,378,SINGAPORE,216.0,54.0,F,33,Yes
C2B,Airlines,Online,Annual Silver Plan,367,SINGAPORE,216.0,54.0,F,30,Yes
C2B,Airlines,Online,Annual Silver Plan,365,SINGAPORE,216.0,54.0,F,30,Yes
C2B,Airlines,Online,Annual Silver Plan,369,SINGAPORE,241.6915424100224,60.42114262133803,F,38,Yes
C2B,Airlines,Online,Annual Silver Plan,375,SINGAPORE,229.93098691087494,57.48180161327431,F,29,Yes
C2B,Airlines,Online,Annual Silver Plan,370,SINGAPORE,243.62093506571296,60.90335989023653,F,25,Yes
C2B,Airlines,Online,Annual Silver Plan,377,SINGAPORE,269.6114833723441,67.40252527539609,M,42,Yes
C2B,Airlines,Online,Annual Silver Plan,372,SINGAPORE,286.7096568766903,71.67926636015929,F,51,Yes
C2B,Airlines,Online,Annual Silver Plan,364,SINGAPORE,254.03919178115103,63.50745079770179,M,71,Yes
C2B,Airlines,Online,Annual Silver Plan,370,SINGAPORE,275.2252303804172,68.80668358872646,M,56,Yes
C2B,Airlines,Online,Annual Silver Plan,371,SINGAPORE,282.8003495611323,70.70190001313723,F,45,Yes
C2B,Airlines,Online,Annual Silver Plan,376,SINGAPORE,274.6536021078544,68.66370304651474,M,44,Yes
C2B,Airlines,Online,Annual Silver Plan,365,SINGAPORE,254.06432882828955,63.51373829046934,M,61,Yes
C2B,Airlines,Online,Annual Silver Plan,368,SINGAPORE,266.49884228345957,66.62396492077279,M,58,Yes
C2B,Airlines,Online,Annual Silver Plan,373,SINGAPORE,287.8914545187259,71.97486767267873,M,54,Yes
C2B,Airlines,Online,Annual Silver Plan,369,SINGAPORE,270.26375317276927,67.56567656480836,M,57,Yes
C2B,Airlines,Online,Annual Silver Plan,371,SINGAPORE,280.53984960695334,70.13602150837163,M,58,Yes
C2B,Airlines,Online,Annual Silver Plan,367,SINGAPORE,267.4268396169451,66.85608353400708,F,45,Yes
C2B,Airlines,Online,Annual Silver Plan,377,SINGAPORE,269.3169848092669,67.32886278134104,M,42,Yes
C2B,Airlines,Online,Annual Silver Plan,372,SINGAPORE,285.87076504849216,71.46943557639662,M,55,Yes
C2B,Airlines,Online,Annual Silver Plan,372,SINGAPORE,286.7446544504164,71.68827917746205,F,48,Yes
C2B,Airlines,Online,Annual Silver Plan,367,SINGAPORE,267.4091965185107,66.85167049164806,M,64,Yes
C2B,Airlines,Online,Annual Silver Plan,366,SINGAPORE,263.1085298588436,65.77595104181358,F,44,Yes
C2B,Airlines,Online,Annual Silver Plan,365,SINGAPORE,261.19963140978297,65.30006143396723,F,27,Yes
C2B,Airlines,Online,Annual Silver Plan,373,SINGAPORE,288.89785888181956,72.22659812133944,M,53,Yes
C2B,Airlines,Online,Annual Silver Plan,376,SINGAPORE,272.3077753255272,68.07694483078096,M,43,Yes
C2B,Airlines,Online,Annual Silver Plan,374,SINGAPORE,287.57774084501966,71.89639893115788,M,50,Yes
C2B,Airlines,Online,Annual Silver Plan,369,SINGAPORE,276.0733533704794,69.0188233494798,M,60,Yes
C2B,Airlines,Online,Annual Silver Plan,372,SINGAPORE,286.8073503027229,71.70370227366308,M,54,Yes
C2B,Airlines,Online,Annual Silver Plan,368,SINGAPORE,268.6760224849951,67.16853981437023,M,64,Yes
C2B,Airlines,Online,Annual Silver Plan,369,SINGAPORE,276.02567397386713,69.00771078793483,F,39,Yes
C2B,Airlines,Online,Annual Silver Plan,364,SINGAPORE,253.30001755585818,63.32256223183805,F,41,Yes
CBH,Airlines,Online,Single Trip Travel Protect Gold,3,SPAIN,19.205262817622312,5.572280554303002,F,45,Yes
C2B,Airlines,Online,Single Trip Travel Protect Gold,3,SPAIN,18.026728419411853,5.06158231507847,F,44,Yes
C2B,Airlines,Online,Silver Plan,12,SINGAPORE,48.10242206833671,12.115122890299052,F,42,Yes
JZI,Airlines,Online,Value Plan,14,MACAO,29.27111979468152,10.871343802632037,F,48,Yes
JWT,Airlines,Online,Travel Cruise Protect,6,"TAIWAN, PROVINCE OF CHINA",32.02211884261903,11.126251498468248,F,48,Yes
JZI,Airlines,Online,Value Plan,9,SPAIN,31.766232101061522,11.325454242393198,F,48,Yes
JZI,Airlines,Online,Value Plan,14,MACAO,29.407178891130044,10.896106558185668,F,48,Yes
CCR,Airlines,Online,Single Trip Travel Protect Platinum,10,SRI LANKA,41.592833994340054,11.871538304304337,F,45,Yes
CSR,Airlines,Online,Single Trip Travel Protect Silver,5,SWEDEN,26.256212046919984,8.62769188699866,F,47,Yes
JZI,Airlines,Online,Value Plan,11,NORWAY,30.96513122992213,11.179653883845829,F,48,Yes
C2B,Airlines,Online,Silver Plan,3,SINGAPORE,16.216340390989657,4.277080836095518,F,44,Yes
C2B,Airlines,Online,Single Trip Travel Protect Gold,3,SPAIN,18.3204944200984,5.1888809153759725,F,44,Yes
CCR,Airlines,Online,Single Trip Travel Protect Platinum,4,SRI LANKA,22.75554107514835,7.110734465897618,F,46,Yes
C2B,Airlines,Online,Silver Plan,8,SINGAPORE,23.647679892770867,6.277072853828908,M,33,Yes
JWT,Airlines,Online,Travel Cruise Protect,7,"TAIWAN, PROVINCE OF CHINA",32.4007058699808,11.212112261932033,M,48,Yes
JWT,Airlines,Online,Spouse or Parents Comprehensive Plan,6,SWITZERLAND,29.909845999266004,10.210933266348603,F,48,Yes
C2B,Airlines,Online,Silver Plan,3,SINGAPORE,17.93838800268994,5.023301467832308,F,44,Yes
CSR,Airlines,Online,Spouse or Parents Comprehensive Plan,5,SWITZERLAND,28.505024422456692,9.404811655406919,F,45,Yes
CCR,Airlines,Online,Single Trip Travel Protect Platinum,4,SRI LANKA,22.859448109934135,7.155760847638126,F,46,Yes
JZI,Airlines,Online,Value Plan,15,"KOREA, REPUBLIC OF",28.92760221785572,10.808823603649742,F,48,Yes
CCR,Airlines,Online,Single Trip Travel Protect Platinum,10,SRI LANKA,42.069407314582776,11.889371370481163,F,44,Yes
JZI,Airlines,Online,Value Plan,9,SPAIN,31.928826131523298,11.35504635593724,F,48,Yes
CBH,Airlines,Online,Single Trip Travel Protect Platinum,10,SRI LANKA,43.307899674790846,11.93571495557282,F,44,Yes
CCR,Airlines,Online,Single Trip Travel Protect Platinum,8,SRI LANKA,27.059680391031232,8.200791229990942,M,39,Yes
CSR,Airlines,Online,Spouse or Parents Comprehensive Plan,5,SWITZERLAND,28.285410790562615,9.300002942806435,F,45,Yes
CBH,Airlines,Online,Single Trip Travel Protect Gold,8,SPAIN,24.632039046528252,6.832063919566405,M,35,Yes
C2B,Airlines,Online,Individual Comprehensive Plan,74,SINGAPORE,39.28857524899465,9.822143812248662,F,28,Yes
C2B,Airlines,Online,Silver Plan,91,PORTUGAL,39.414317986001464,10.164317986001466,F,26,Yes
C2B,Airlines,Online,Bronze Plan,38,SINGAPORE,39.94458515899094,9.986146289747735,F,32,Yes
C2B,Airlines,Online,Comprehensive Plan,52,SINGAPORE,40.046336138689085,10.015071821801236,F,24,Yes
C2B,Airlines,Online,Individual Comprehensive Plan,79,SINGAPORE,43.683288962673416,10.920822240668354,F,25,Yes
C2B,Airlines,Online,Comprehensive Plan,59,SINGAPORE,57.39245757221226,14.346389021798634,F,25,Yes
CSR,Airlines,Online,Spouse or Parents Comprehensive Plan,101,MACAO,43.79719894086623,14.54719894086623,F,20,Yes
CCR,Airlines,Online,Single Trip Travel Protect Silver,98,NEPAL,42.200749056719424,12.950749056719422,F,22,Yes
C2B,Airlines,Online,Gold Plan,77,SINGAPORE,44.55020240145792,11.13755060036448,F,25,Yes
C2B,Airlines,Online,Individual Comprehensive Plan,79,SINGAPORE,43.34644316967762,10.836610792419405,F,25,Yes
C2B,Airlines,Online,Bronze Plan,37,SINGAPORE,39.972485074560055,9.993121268640014,F,32,Yes
C2B,Airlines,Online,Individual Comprehensive Plan,75,SINGAPORE,47.76212968218843,11.939710457162288,F,26,Yes
C2B,Airlines,Online,Premier Plan,80,SINGAPORE,39.25301569071583,9.814097308314675,F,26,Yes
C2B,Airlines,Online,Individual Comprehensive Plan,74,SINGAPORE,39.28833381069725,9.822083452674313,F,28,Yes
JWT,Airlines,Online,Travel Cruise Protect,102,LAO PEOPLE'S DEMOCRATIC REPUBLIC,44.09225389935145,14.842253899351448,F,20,Yes
C2B,Airlines,Online,Individual Comprehensive Plan,81,SINGAPORE,42.60451916845753,10.651129792114382,F,25,Yes
C2B,Airlines,Online,Comprehensive Plan,51,SINGAPORE,40.07016275384756,10.021107897641382,F,24,Yes
CSR,Airlines,Online,Single Trip Travel Protect Silver,99,MYANMAR,42.76266999036355,13.512669990363552,F,21,Yes
C2B,Airlines,Online,Gold Plan,63,SINGAPORE,39.73809440861907,9.936983916850165,F,25,Yes
JWT,Airlines,Online,Travel Cruise Protect,104,"KOREA, REPUBLIC OF",44.80882309456636,15.558823094566359,F,19,Yes
C2B,Airlines,Online,Gold Plan,60,SINGAPORE,39.812454070782216,9.955821697931496,F,24,Yes
CSR,Airlines,Online,Spouse or Parents Comprehensive Plan,101,MACAO,43.49587555452659,14.245875554526592,F,21,Yes
C2B,Airlines,Online,Comprehensive Plan,50,SINGAPORE,39.73296366125861,9.933240915314652,F,31,Yes
CCR,Airlines,Online,Single Trip Travel Protect Platinum,97,NEPAL,41.82109217912374,12.571092179123735,F,23,Yes
C2B,Airlines,Online,Premier Plan,84,SINGAPORE,39.102030301931926,9.775507575482981,F,27,Yes
C2B,Airlines,Online,Individual Comprehensive Plan,82,SINGAPORE,42.181208442347156,10.545302110586789,F,25,Yes
C2B,Airlines,Online,Annual Silver Plan,364,SINGAPORE,252.85,63.21,F,51,Yes
C2B,Airlines,Online,Annual Silver Plan,365,SINGAPORE,252.85,63.21,F,30,Yes
C2B,Airlines,Online,Annual Silver Plan,365,SINGAPORE,252.85,63.21,F,30,Yes
C2B,Airlines,Online,Annual Silver Plan,364,SINGAPORE,252.85,63.21,F,46,Yes
C2B,Airlines,Online,Annual Silver Plan,373,SINGAPORE,252.85,63.21,F,36,Yes
C2B,Airlines,Online,Annual Silver Plan,364,SINGAPORE,255.13678994437163,63.78259779709463,F,35,Yes
C2B,Airlines,Online,Annual Silver Plan,364,SINGAPORE,253.67004808727805,63.415334875397185,F,39,Yes
C2B,Airlines,Online,Annual Silver Plan,365,SINGAPORE,252.85,63.21,F,27,Yes
C2B,Airlines,Online,Annual Silver Plan,368,SINGAPORE,252.85,63.21,F,38,Yes
C2B,Airlines,Online,Annual Silver Plan,364,SINGAPORE,252.85,63.21,F,57,Yes
C2B,Airlines,Online,Annual Silver Plan,364,SINGAPORE,254.26794125968934,63.565043559512766,F,37,Yes
C2B,Airlines,Online,Annual Silver Plan,368,SINGAPORE,252.85,63.21,F,39,Yes
C2B,Airlines,Online,Annual Silver Plan,364,SINGAPORE,258.563476608094,64.64061855226291,F,27,Yes
C2B,Airlines,Online,Annual Silver Plan,364,SINGAPORE,252.85,63.21,F,39,Yes
C2B,Airlines,Online,Annual Silver Plan,364,SINGAPORE,252.85,63.21,F,42,Yes
C2B,Airlines,Online,Annual Silver Plan,364,SINGAPORE,252.85,63.21,F,45,Yes
C2B,Airlines,Online,Annual Silver Plan,364,SINGAPORE,252.85,63.21,F,57,Yes
C2B,Airlines,Online,Annual Silver Plan,364,SINGAPORE,252.85,63.21,F,58,Yes
C2B,Airlines,Online,Annual Silver Plan,364,SINGAPORE,257.9425888946177,64.48515217991215,F,28,Yes
C2B,Airlines,Online,Annual Silver Plan,364,SINGAPORE,252.85,63.21,F,37,Yes
C2B,Airlines,Online,Annual Silver Plan,364,SINGAPORE,257.8124493758114,64.45256606417955,F,29,Yes
C2B,Airlines,Online,Annual Silver Plan,365,SINGAPORE,252.85,63.21,F,24,Yes
C2B,Airlines,Online,Annual Silver Plan,365,SINGAPORE,252.85,63.21,F,22,Yes
C2B,Airlines,Online,Annual Silver Plan,364,SINGAPORE,252.85,63.21,F,42,Yes
C2B,Airlines,Online,Annual Silver Plan,364,SINGAPORE,257.9730674546286,64.49278381934796,F,28,Yes
C2B,Airlines,Online,Annual Silver Plan,364,SINGAPORE,252.85,63.21,F,61,Yes
C2B,Airlines,Online,Annual Gold Plan,366,SINGAPORE,389.35,97.34,F,37,Yes
C2B,Airlines,Online,Annual Gold Plan,373,SINGAPORE,304.05535733479985,76.01633933369996,F,49,Yes
C2B,Airlines,Online,Annual Gold Plan,370,SINGAPORE,343.3931488484276,85.8507872121069,F,39,Yes
C2B,Airlines,Online,Annual Gold Plan,371,SINGAPORE,324.07841510330667,81.02210377582666,F,44,Yes
C2B,Airlines,Online,Annual Gold Plan,365,SINGAPORE,326.076193940573,81.51923076330957,F,34,Yes
C2B,Airlines,Online,Annual Gold Plan,366,SINGAPORE,389.35,97.34,F,28,Yes
C2B,Airlines,Online,Annual Gold Plan,366,SINGAPORE,389.35,97.34,F,29,Yes
C2B,Airlines,Online,Annual Gold Plan,366,SINGAPORE,389.35,97.34,F,28,Yes
C2B,Airlines,Online,Annual Gold Plan,372,SINGAPORE,311.4238738976149,77.85846847440372,F,47,Yes
C2B,Airlines,Online,Annual Gold Plan,366,SINGAPORE,281.07476250855484,70.26722450122327,F,23,Yes
C2B,Airlines,Online,Annual Gold Plan,366,SINGAPORE,361.9758383628032,90.4954568741573,F,30,Yes
C2B,Airlines,Online,Annual Gold Plan,371,SINGAPORE,322.9169319311261,80.73173298278152,F,45,Yes
C2B,Airlines,Online,Annual Gold Plan,364,SINGAPORE,295.54990131300275,73.88653942719988,F,36,Yes
C2B,Airlines,Online,Annual Gold Plan,366,SINGAPORE,388.54174966597094,97.1379078102534,F,27,Yes
C2B,Airlines,Online,Annual Gold Plan,366,SINGAPORE,389.35,97.34,F,42,Yes
C2B,Airlines,Online,Annual Gold Plan,365,SINGAPORE,313.9109949852268,78.47748541278969,F,35,Yes
C2B,Airlines,Online,Annual Gold Plan,364,SINGAPORE,277.84139530548924,69.45876426209779,F,38,Yes
C2B,Airlines,Online,Annual Gold Plan,366,SINGAPORE,325.9987996236603,81.49987934912474,F,25,Yes
C2B,Airlines,Online,Annual Gold Plan,366,SINGAPORE,280.8849531985546,70.21976522100124,F,23,Yes
C2B,Airlines,Online,Annual Gold Plan,365,SINGAPORE,303.5714141417858,75.8937058484342,F,26,Yes
C2B,Airlines,Online,Annual Gold Plan,365,SINGAPORE,333.31511269661235,83.32922561417861,F,33,Yes
C2B,Airlines,Online,Annual Gold Plan,365,SINGAPORE,385.154097213866,96.29087060739374,F,46,Yes
C2B,Airlines,Online,Annual Gold Plan,365,SINGAPORE,295.90971488771396,73.97813386435814,F,31,Yes
C2B,Airlines,Online,Annual Gold Plan,373,SINGAPORE,300.5457288245116,75.1389322061279,M,52,Yes
C2B,Airlines,Online,Annual Gold Plan,365,SINGAPORE,340.00396744084856,85.00254399174192,F,39,Yes
C2B,Airlines,Online,Annual Gold Plan,365,SINGAPORE,370.9251317588091,92.73342902367766,F,44,Yes
C2B,Airlines,Online,Annual Gold Plan,365,SINGAPORE,299.2242132965399,74.80525201326672,M,56,Yes
C2B,Airlines,Online,Annual Gold Plan,365,SINGAPORE,377.1831420180774,94.29805179614475,F,45,Yes
C2B,Airlines,Online,Annual Gold Plan,366,SINGAPORE,389.35,97.34,F,43,Yes
C2B,Airlines,Online,Annual Gold Plan,370,SINGAPORE,331.3643119666555,82.84357799166388,M,50,Yes
C2B,Airlines,Online,Annual Gold Plan,365,SINGAPORE,355.8170384880215,88.95553130839689,M,50,Yes
C2B,Airlines,Online,Annual Gold Plan,365,SINGAPORE,311.8844684826199,77.97212911582368,F,34,Yes
C2B,Airlines,Online,Annual Gold Plan,366,SINGAPORE,389.35,97.34,F,39,Yes
C2B,Airlines,Online,Annual Gold Plan,366,SINGAPORE,389.35,97.34,F,40,Yes
C2B,Airlines,Online,Annual Gold Plan,364,SINGAPORE,309.14851562052195,77.28669112181989,F,43,Yes
C2B,Airlines,Online,Annual Gold Plan,365,SINGAPORE,346.3765470469253,86.5958113016285,F,40,Yes
C2B,Airlines,Online,Annual Gold Plan,368,SINGAPORE,352.77284647469776,88.19571161867444,M,49,Yes
C2B,Airlines,Online,Annual Gold Plan,364,SINGAPORE,288.4855342590796,72.12018889569514,F,42,Yes
C2B,Airlines,Online,Annual Gold Plan,371,SINGAPORE,320.96147917168497,80.24286979292124,M,51,Yes
C2B,Airlines,Online,Annual Gold Plan,365,SINGAPORE,354.6578871492381,88.66570101394503,M,50,Yes
C2B,Airlines,Online,Annual Gold Plan,368,SINGAPORE,354.71270221767196,88.68067555441799,M,49,Yes
C2B,Airlines,Online,Annual Gold Plan,364,SINGAPORE,256.9287844028904,64.22984550674468,F,41,Yes
C2B,Airlines,Online,Silver Plan,11,SINGAPORE,18.143379686209403,4.540335463961222,F,36,Yes
C2B,Airlines,Online,Silver Plan,3,SINGAPORE,15.342960806136793,3.836230145542965,F,43,Yes
C2B,Airlines,Online,Silver Plan,9,SINGAPORE,17.417188589770575,4.357750273999459,F,38,Yes
C2B,Airlines,Online,Silver Plan,2,SINGAPORE,18.5,4.63,F,36,Yes
C2B,Airlines,Online,Silver Plan,6,SINGAPORE,18.5,4.63,F,36,Yes
C2B,Airlines,Online,Silver Plan,11,SINGAPORE,18.71273282397094,4.6831832059927345,F,35,Yes
C2B,Airlines,Online,Comprehensive Plan,13,SINGAPORE,21.2249943416645,5.311248585416125,F,28,Yes
C2B,Airlines,Online,Silver Plan,9,SINGAPORE,17.615314439257713,4.4075647732990815,F,38,Yes
C2B,Airlines,Online,Premier Plan,11,SINGAPORE,18.922496608855194,4.735536497315696,F,35,Yes
C2B,Airlines,Online,Silver Plan,8,SINGAPORE,18.5,4.63,F,36,Yes
C2B,Airlines,Online,Silver Plan,9,SINGAPORE,21.365833472968873,5.346458368242218,F,33,Yes
C2B,Airlines,Online,Gold Plan,12,SINGAPORE,20.06130283880569,5.020325709701423,F,31,Yes
C2B,Airlines,Online,Premier Plan,12,SINGAPORE,18.918915009811048,4.734728752452762,F,34,Yes
C2B,Airlines,Online,Gold Plan,13,SINGAPORE,20.398368760438416,5.104592190109605,F,30,Yes
C2B,Airlines,Online,Silver Plan,10,SINGAPORE,20.901176521881883,5.230294130470471,F,33,Yes
C2B,Airlines,Online,Silver Plan,11,SINGAPORE,18.63283842096675,4.663209605241688,F,35,Yes
C2B,Airlines,Online,Silver Plan,7,SINGAPORE,18.5,4.63,F,36,Yes
C2B,Airlines,Online,Silver Plan,10,SINGAPORE,21.019212700216354,5.259803175054088,F,33,Yes
C2B,Airlines,Online,Premier Plan,12,SINGAPORE,19.21751869641804,4.80937967410451,F,34,Yes
C2B,Airlines,Online,Silver Plan,3,SINGAPORE,18.5,4.63,F,36,Yes
C2B,Airlines,Online,Silver Plan,7,SINGAPORE,16.70244414691047,4.178043099794632,F,40,Yes
C2B,Airlines,Online,Bronze Plan,13,SINGAPORE,21.71958943727574,5.434897359318935,F,27,Yes
C2B,Airlines,Online,Gold Plan,13,SINGAPORE,20.388335665593008,5.102083916398252,F,30,Yes
C2B,Airlines,Online,Silver Plan,8,SINGAPORE,18.5,4.63,F,36,Yes
C2B,Airlines,Online,Gold Plan,12,SINGAPORE,20.13344253898586,5.038360634746465,F,31,Yes
C2B,Airlines,Online,Premier Plan,11,SINGAPORE,20.150724126994387,5.042338557863328,F,35,Yes
